"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.INSTNM","Input.domain","Input.1","Input.2","Input.3","Input.4","Input.5","Input.6","Input.7","Input.8","Input.9","Input.10","Input.11","Answer.anythingelse","Answer.confidence","Answer.deadline","Answer.defaultpolicy","Answer.how applied","Answer.optinpolicy","Answer.universal","Answer.universalpolicy","Approve","Reject"
"3MJ28H2Y1E88KU6K7W4PFXP0RDS5OK","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","33L7PJKHCGYA6OSORD2TAB1ZZHRT88","AGFYWCPRQIB6O","Submitted","Wed Jul 29 04:27:41 PDT 2020","Wed Jul 29 04:31:16 PDT 2020","Fri Jul 31 04:31:16 PDT 2020","","","","215","0% (0/0)","0% (0/0)","0% (0/0)","Birmingham-Southern College","bsc.edu","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","NA","I can't see that they changed their grading policy.","3","NA","NA","NA","NA","yes","letter"
"3MJ28H2Y1E88KU6K7W4PFXP0RDS5OK","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3AUQQEL7U5T71RRA14PTIEJ2D4WV04","A1NUW3AISE7RZC","Submitted","Wed Jul 29 04:50:25 PDT 2020","Wed Jul 29 04:51:16 PDT 2020","Fri Jul 31 04:51:16 PDT 2020","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","Birmingham-Southern College","bsc.edu","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","NA","No","2","after","pnc","all","pnc","yes","pnc"
"3MJ28H2Y1E88KU6K7W4PFXP0RDS5OK","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3KRVW3HTZNLOCDHDWE7M5O68H3ZMSX","A2H8HVANGF4A58","Submitted","Wed Jul 29 03:21:37 PDT 2020","Wed Jul 29 03:25:21 PDT 2020","Fri Jul 31 03:25:21 PDT 2020","","","","224","0% (0/0)","0% (0/0)","0% (0/0)","Birmingham-Southern College","bsc.edu","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","NA","","3","cannotdetermine","cannotdetermine","cannotdetermine","cannotdetermine","cannotdetermine","NA"
"3MJ28H2Y1E88KU6K7W4PFXP0RDS5OK","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3S4AW7T80BIL4AXH61AP78BD3I1L4I","A2C9NR5DY668JU","Submitted","Wed Jul 29 01:32:22 PDT 2020","Wed Jul 29 01:32:41 PDT 2020","Fri Jul 31 01:32:41 PDT 2020","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Birmingham-Southern College","bsc.edu","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","NA","","1","NA","NA","NA","NA","yes","pnc"
"3QREJ3J433X3WSOQ1RS3P54OTYILK4","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3018Q3ZVOIQB9X8BKMHC6N6C1KUARG","A2MYLV7DGUL42B","Submitted","Wed Jul 29 04:15:11 PDT 2020","Wed Jul 29 04:22:26 PDT 2020","Fri Jul 31 04:22:26 PDT 2020","","","","435","100% (2/2)","0% (0/0)","0% (0/0)","University of North Alabama","una.edu","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","NA","","2","NA","NA","NA","NA","yes","letter"
"3QREJ3J433X3WSOQ1RS3P54OTYILK4","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","32EYX73OY09VO6M9QRY36OI68NIRU5","A24BRTWG07T53Z","Submitted","Wed Jul 29 03:14:05 PDT 2020","Wed Jul 29 03:26:36 PDT 2020","Fri Jul 31 03:26:36 PDT 2020","","","","751","100% (1/1)","0% (0/0)","0% (0/0)","University of North Alabama","una.edu","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","NA","","3","NA","NA","NA","NA","yes","letter"
"3QREJ3J433X3WSOQ1RS3P54OTYILK4","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3JC6VJ2SABJM4AADNF493M1G9275AZ","A1NUW3AISE7RZC","Submitted","Wed Jul 29 04:51:19 PDT 2020","Wed Jul 29 04:51:53 PDT 2020","Fri Jul 31 04:51:53 PDT 2020","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","University of North Alabama","una.edu","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","NA","No","2","after","pnc","all","pnc","no","pnc"
"3QREJ3J433X3WSOQ1RS3P54OTYILK4","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3OVHNO1VE61I9VXEED2RIRGHV41ZDR","A2C9NR5DY668JU","Submitted","Wed Jul 29 01:20:39 PDT 2020","Wed Jul 29 01:20:56 PDT 2020","Fri Jul 31 01:20:56 PDT 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","University of North Alabama","una.edu","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","NA","","1","NA","NA","NA","NA","yes","pf"
"35F6NGNVM8J3KQPBR65L7R9JHR47TN","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","39PAAFCODM08H0O1Z6D32PL7AFJVT6","A24BRTWG07T53Z","Submitted","Wed Jul 29 01:17:03 PDT 2020","Wed Jul 29 01:23:01 PDT 2020","Fri Jul 31 01:23:01 PDT 2020","","","","358","100% (1/1)","0% (0/0)","0% (0/0)","University of Alaska Anchorage","uaa.alaska.edu","https://www.uaa.alaska.edu/news/archive/2020/03/coronavirus-update.cshtml","https://www.uaa.alaska.edu/news/archive/2020/05/congratulations-spring-class-2020.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/uaa-spring-2020-commencement.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/withdrawal-deadline-grading-options.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/alternate-course-delivery-summer.cshtml","https://www.uaa.alaska.edu/academics/office-of-academic-affairs/student-success/student-success-covid19.cshtml","https://kpc.uaa.alaska.edu/academics/academic-calendar/2019-2020-academic-calendar.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/refund-spring-parking-permit-covid-19.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/uaa-covid-19-updates-campus-events.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/update-residential-students-covid-19.cshtml","NA","","3","NA","NA","NA","NA","yes","letter"
"35F6NGNVM8J3KQPBR65L7R9JHR47TN","3554GQY3BJXL929H0S6M17OMQC1SLG","Grading policies at U.S. colleges and universities during COVID","Research grading policies at U.S. colleges and universities during the COVID-19 pandemic","college, university, education, grade, grading, policy","$0.75","Wed Jul 29 01:15:05 PDT 2020","4","BatchId:4133302;OriginalHitTemplateId:928390912;","1200","172800","Fri Jul 31 01:15:05 PDT 2020","","","3JAOYWH7VI4M1G3TNW6GOGMTPAL9L8","AJACXA5FC5BYZ","Submitted","Wed Jul 29 03:36:33 PDT 2020","Wed Jul 29 03:37:49 PDT 2020","Fri Jul 31 03:37:49 PDT 2020","","","","76","100% (19/19)","0% (0/0)","0% (0/0)","University of Alaska Anchorage","uaa.alaska.edu","https://www.uaa.alaska.edu/news/archive/2020/03/coronavirus-update.cshtml","https://www.uaa.alaska.edu/news/archive/2020/05/congratulations-spring-class-2020.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/uaa-spring-2020-commencement.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/withdrawal-deadline-grading-options.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/alternate-course-delivery-summer.cshtml","https://www.uaa.alaska.edu/academics/office-of-academic-affairs/student-success/student-success-covid19.cshtml","https://kpc.uaa.alaska.edu/academics/academic-calendar/2019-2020-academic-calendar.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/refund-spring-parking-permit-covid-19.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/uaa-covid-19-updates-campus-events.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/update-residential-students-covid-19.cshtml","NA","No.","3","before","letter","percourse","pnc","no","NA"
