"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.INSTNM","Input.STUDYLINK","Input.1","Input.2","Input.3","Input.4","Input.5","Input.6","Input.7","Input.8","Input.9","Input.10","Answer.surveycode","Approve","Reject"
"3PUV2Q8SV44J5DW4IXHM7PDTXA1BDI","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3ATPCQ38J8AK6YKXYH96EJZ97H6YAQ","A1ACDKW0JGXJA6","Approved","Sat Aug 22 14:52:28 PDT 2020","Sat Aug 22 14:59:15 PDT 2020","Mon Aug 24 14:59:15 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","407","100% (1/1)","100% (1/1)","100% (1/1)","Birmingham-Southern College","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=Birmingham-Southern%20College","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","ThankyouMTurkworkers"
"3PUV2Q8SV44J5DW4IXHM7PDTXA1BDI","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3C5W7UE9CFQW8U3CQOD94WN0ZS2XM4","A1FQLDWJD2E21Q","Approved","Sat Aug 22 15:00:02 PDT 2020","Sat Aug 22 15:08:27 PDT 2020","Mon Aug 24 15:08:27 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","505","100% (3/3)","100% (3/3)","100% (3/3)","Birmingham-Southern College","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=Birmingham-Southern%20College","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","ThankyouMTurkworkers"
"3PUV2Q8SV44J5DW4IXHM7PDTXA1BDI","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3IX2EGZR7BJMAQBFESUPZM9VUHDRJP","A3EC3OP6U52JYC","Approved","Sat Aug 22 14:04:28 PDT 2020","Sat Aug 22 14:18:59 PDT 2020","Mon Aug 24 14:18:59 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","871","100% (2/2)","100% (2/2)","100% (2/2)","Birmingham-Southern College","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=Birmingham-Southern%20College","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","ThankyouMTurkworkers"
"3PUV2Q8SV44J5DW4IXHM7PDTXA1BDI","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3NGMS9VZTLI92YKA473A3Z3KYMLFFF","A2DHJ4B366ZL1W","Approved","Sat Aug 22 14:05:22 PDT 2020","Sat Aug 22 14:24:57 PDT 2020","Mon Aug 24 14:24:57 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","1175","100% (3/3)","100% (3/3)","100% (3/3)","Birmingham-Southern College","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=Birmingham-Southern%20College","https://www.bsc.edu/coronavirus.html","https://www.bsc.edu/communications/news/2020/03/coronavirusupdate.html","https://www.bsc.edu/communications/news/2020/index.html","https://www.bsc.edu/06.26.20_Return-to-the-Hilltop.pdf","https://www.bsc.edu/?tc=ix","https://www.bsc.edu/communications/news/2020/06/spring-2020-spring-deans-list.html","https://www.bsc.edu/communications/news/index.html","NA","NA","NA","ThankyouMTurkworkers"
"3SNR5F7R92TYKROAK2KNZUZRSCMIER","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","30X31N5D63QNAC8OZBHHWXB8QW3ASH","A2M7RO9U5CJX9G","Approved","Sat Aug 22 14:07:01 PDT 2020","Sat Aug 22 14:13:16 PDT 2020","Mon Aug 24 14:13:16 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","375","100% (1/1)","100% (1/1)","100% (1/1)","University of North Alabama","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=University%20of%20North%20Alabama","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","ThankyouMTurkworkers"
"3SNR5F7R92TYKROAK2KNZUZRSCMIER","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","32VNZTT0A74W78SUBL7LTKKCCKQR41","A39O3O4F2CUIKA","Approved","Sat Aug 22 14:21:33 PDT 2020","Sat Aug 22 14:35:36 PDT 2020","Mon Aug 24 14:35:36 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","843","100% (11/11)","100% (11/11)","100% (11/11)","University of North Alabama","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=University%20of%20North%20Alabama","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","ThankyouMTurkworkers"
"3SNR5F7R92TYKROAK2KNZUZRSCMIER","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","36ZN444YTRYNI2ZT4ISLTQPQ6F8IOZ","A8KDSIY4KBYR4","Approved","Sat Aug 22 14:26:20 PDT 2020","Sat Aug 22 14:32:03 PDT 2020","Mon Aug 24 14:32:03 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","343","100% (2/2)","100% (2/2)","100% (2/2)","University of North Alabama","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=University%20of%20North%20Alabama","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","ThankyouMTurkworkers"
"3SNR5F7R92TYKROAK2KNZUZRSCMIER","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3LEP4MGT3G0MRXUY8ZMOW99E7BEDBL","A13CAAOJ5GP4UQ","Approved","Sat Aug 22 14:06:53 PDT 2020","Sat Aug 22 14:09:34 PDT 2020","Mon Aug 24 14:09:34 PDT 2020","Sat Aug 22 23:00:23 PDT 2020","","","161","100% (3/3)","100% (3/3)","100% (3/3)","University of North Alabama","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=University%20of%20North%20Alabama","https://www.una.edu/pressroom/detail.php?id=1597","https://www.una.edu/pressroom/detail.php?id=1599","https://una.edu/","https://una.edu/pressroom/detail.php?id=1624","https://www.una.edu/housing/documents/HRL-Covid-19-Updates-3.23.20.pdf","https://una.edu/pressroom/detail.php?id=1600","https://www.una.edu/pressroom/detail.php?id=1602","https://www.una.edu/pressroom/detail.php?id=1620","NA","NA","ThankyouMTurkworkers"
"382GHPVPHSR12M9YAT1NM2LBW5V346","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3E47SOBEYQWM9D2QEDJUYQV9H1QIC3","AURYD2FH3FUOQ","Approved","Sat Aug 22 14:30:20 PDT 2020","Sat Aug 22 14:37:40 PDT 2020","Mon Aug 24 14:37:40 PDT 2020","Sat Aug 22 23:00:24 PDT 2020","","","440","100% (66/66)","100% (4/4)","100% (3/3)","University of Alaska Anchorage","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=University%20of%20Alaska%20Anchorage","https://www.uaa.alaska.edu/news/archive/2020/03/coronavirus-update.cshtml","https://www.uaa.alaska.edu/news/archive/2020/05/congratulations-spring-class-2020.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/uaa-spring-2020-commencement.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/withdrawal-deadline-grading-options.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/alternate-course-delivery-summer.cshtml","https://www.uaa.alaska.edu/academics/office-of-academic-affairs/student-success/student-success-covid19.cshtml","https://kpc.uaa.alaska.edu/academics/academic-calendar/2019-2020-academic-calendar.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/refund-spring-parking-permit-covid-19.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/uaa-covid-19-updates-campus-events.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/update-residential-students-covid-19.cshtml","ThankyouMTurkworkers"
"382GHPVPHSR12M9YAT1NM2LBW5V346","3JIWCCCTXOL09HYD471LXDMTYAG33Q","Grading policies at colleges and universities during COVID (now with higher reward - average completion time is 9 min.)","Research grading policies at colleges and universities during the COVID-19 pandemic (now with higher reward - average completion time is 9 min.)","college, university, education, grade, grading, policy","$1.50","Sat Aug 22 14:04:05 PDT 2020","4","BatchId:4160897;OriginalHitTemplateId:920937340;","1200","172800","Mon Aug 24 14:04:05 PDT 2020","","","3IJXV6UZ1XJQFFR9WA9PNLUVH2PIR5","A23G1L7KYHK9F2","Approved","Sat Aug 22 14:07:18 PDT 2020","Sat Aug 22 14:17:43 PDT 2020","Mon Aug 24 14:17:43 PDT 2020","Sat Aug 22 23:00:24 PDT 2020","","","625","100% (1/1)","100% (1/1)","100% (1/1)","University of Alaska Anchorage","https://docs.google.com/forms/d/e/1FAIpQLSc6lBLe-__V0bZfDJBlMcGnvAKjmwkuyVJqVis6xmcIk2HkDw/viewform?usp=pp_url&entry.1978993549=University%20of%20Alaska%20Anchorage","https://www.uaa.alaska.edu/news/archive/2020/03/coronavirus-update.cshtml","https://www.uaa.alaska.edu/news/archive/2020/05/congratulations-spring-class-2020.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/uaa-spring-2020-commencement.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/withdrawal-deadline-grading-options.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/alternate-course-delivery-summer.cshtml","https://www.uaa.alaska.edu/academics/office-of-academic-affairs/student-success/student-success-covid19.cshtml","https://kpc.uaa.alaska.edu/academics/academic-calendar/2019-2020-academic-calendar.cshtml","https://www.uaa.alaska.edu/news/archive/2020/04/refund-spring-parking-permit-covid-19.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/uaa-covid-19-updates-campus-events.cshtml","https://www.uaa.alaska.edu/news/archive/2020/03/update-residential-students-covid-19.cshtml","ThankyouMTurkworkers"
